Rank,Name,Pos,Team,Region,Seed,Games,Points,Rebs,Asts,Stls,Turns,Blocks,Per Gm Prj,Prj Scr,ADP,Sal
389,Bensley Joseph,G,MIA,Midwest,5,32,5.41,2.13,2.03,0.59,1.25,0.34,5.41,9.19,1000,0
390,Cameron Matthews,G,MISS-ST,Midwest,11,33,7.06,5.58,2.3,1.52,1.7,0.64,7.06,9.18,1000,0
391,Caleb Lohner,F,BAY,South,3,32,3,3.47,0.31,0.56,0.91,0.03,3,9,1000,0
392,Kyle Bowen,F,SMC,West,5,33,5.27,7.21,1.76,1.24,0.67,0.88,5.27,8.96,1000,0
393,Darius Brown,G,MTST,East,14,33,9.06,4.45,4.79,1.82,1.52,0.03,9.06,9.06,1000,0
394,Matt Veretto,F,VERM,East,15,33,8.85,3.03,0.82,0.61,0.3,0.52,8.85,8.85,1000,0
395,Jordan Wood,F,HOW,West,16,34,8.79,3.74,0.74,0.53,1.21,0.56,8.79,8.79,1000,0
396,Tykei Greene,G,KSU,East,3,29,2.97,2.1,0.31,0.41,0.41,0.14,2.97,8.9,1000,0
397,RJ Melendez,G,ILL,West,9,31,5.87,3.42,0.81,0.68,0.97,0.45,5.87,8.81,1000,0
398,Malcolm Dandridge,F,MEMP,East,8,19,5.74,3.53,0.42,0.63,1.26,0.89,5.74,8.61,1000,0
399,Trevin Dorius,C,UTAH-ST,South,10,34,5.88,4,0.26,0.44,0.94,1,5.88,8.24,1000,0
400,Manny Obaseki,G,TXAM,Midwest,7,19,5.47,1.47,1,0.37,1.37,0.16,5.47,8.76,1000,0
401,Ian Martinez,G,MD,South,8,33,5.79,2.55,0.58,0.39,0.88,0.27,5.79,8.68,1000,0
402,Mady Sissoko,C,MSU,East,7,31,5.03,6.1,0.58,0.23,1.29,0.77,5.03,8.05,1000,0
403,Giancarlo Rosado,F,FLA-ATL,East,9,34,5.62,3.65,1.38,0.41,1.03,0.44,5.62,8.43,1000,0
404,Jalen Sullinger,G,KENT-ST,Midwest,13,34,8.59,1.35,0.74,0.53,0.71,0.09,8.59,8.59,1000,0
405,Trevon Faulkner,G,NKU,Midwest,16,34,8.59,2.76,0.88,1,0.94,0.09,8.59,8.59,1000,0
406,Caden Pierce,F,PRIN,South,15,29,8.34,7.1,1.21,0.72,0.9,0.59,8.34,8.34,1000,0
407,DeShang Weaver,F,ORAL,East,12,34,6.38,2.15,0.15,0.44,0.18,0.65,6.38,8.3,1000,0
408,Jalen Graham,F,ARK,West,8,28,5.5,2.32,0.5,0.39,1.25,0.46,5.5,8.25,1000,0
409,David Shriver,G,VCU,West,12,34,6.47,2.29,0.56,0.38,0.62,0.29,6.47,8.41,1000,0
410,Keeshawn Kellman,F,PRIN,South,15,29,8.03,4.55,0.48,0.1,1.62,0.79,8.03,8.03,1000,0
411,Garrett Hien,F,FUR,South,13,32,8.03,4.06,1.66,0.72,0.94,0.44,8.03,8.03,1000,0
412,Nick McMullen,F,UNC-ASH,West,15,34,8.03,5.65,0.62,0.47,1.56,0.5,8.03,8.03,1000,0
413,Fletcher Abee,G,UNC-ASH,West,15,31,8.13,1.94,1,0.81,0.74,0.13,8.13,8.13,1000,0
414,Tre Coleman,F,NEV,West,11,32,6.03,3.09,2.59,1.03,0.84,0.97,6.03,7.84,1000,0
415,Jayden Hardaway,G,MEMP,East,8,28,5.32,1,0.57,0.43,0.5,0.14,5.32,7.98,1000,0
416,Zytarious Mortle,G,TXSO,East,16,34,7.94,3.68,0.85,1.35,1.79,0.26,7.94,7.94,1000,0
417,Xavier Cork,F,TCU,West,6,33,4.55,2.58,0.45,0.45,0.58,0.45,4.55,7.73,1000,0
418,Colby Brooks,G,GONZ,West,3,8,2.63,1,0,0.25,0.38,0,2.63,7.88,1000,0
419,Aguek Arop,F,SDSU,South,5,31,4.52,2.84,0.81,0.65,0.77,0.61,4.52,7.68,1000,0
420,Heru Bligen,G,FDU,East,16,25,7.84,3.64,0.64,0.76,0.8,0.2,7.84,7.84,1000,0
421,Ryan Dunn,G,UVA,South,4,30,2.6,2.9,0.27,0.4,0.47,1.07,2.6,7.8,1000,0
422,Berrick JeanLouis,G,IONA,West,13,31,7.77,4.23,2,1,0.94,1.06,7.77,7.77,1000,0
423,Josh Earley,F,SE-MO,South,16,31,7.58,5,0.06,0.13,0.94,0.23,7.58,7.58,1000,0
424,Robin Duncan,G,VERM,East,15,33,7.76,7.27,4.36,0.91,1.39,0.39,7.76,7.76,1000,0
425,Damaria Franklin,G,MEMP,East,8,24,5.17,3.21,0.75,0.88,1.17,0.21,5.17,7.75,1000,0
426,Tre Gomillion,G,MIZZ,South,7,24,4.83,2.75,1.58,0.88,0.92,0.13,4.83,7.73,1000,0
427,Noah Baumann,F,GCU,West,14,35,7.54,3.51,0.69,0.34,0.69,0.17,7.54,7.54,1000,0
428,Chandler Lawson,F,MEMP,East,8,34,5,4.53,0.76,0.71,1,0.56,5,7.5,1000,0
429,Darius Miles,F,ALA,South,1,6,1.5,1.5,0.5,0.17,1.5,0.17,1.5,7.5,1000,0
430,Brandon Weatherspoon,G,FLA-ATL,East,9,34,5.12,2.03,0.74,0.47,0.32,0,5.12,7.68,1000,0
431,Xavier Rhodes,G,NKU,Midwest,16,33,7.67,2.27,3.67,1.97,1.82,0.24,7.67,7.67,1000,0
432,Ryan Elvin,G,HOU,Midwest,1,15,1.53,0.27,0,0.2,0,0,1.53,7.67,1000,0
433,Hassan Diarra,G,CONN,West,4,30,2.53,1.43,1.97,0.87,1.2,0.23,2.53,7.6,1000,0
434,Jimmy Bell,F,WVA,South,9,33,4.91,5.24,0.48,0.55,1.33,0.42,4.91,7.36,1000,0
435,Jacob Grandison,G,DUKE,East,5,34,4.44,2.09,1.38,0.41,0.53,0.06,4.44,7.55,1000,0
436,Aquan Smart,G,SE-MO,South,16,31,7.52,3.13,2.19,1.55,2.42,0.35,7.52,7.52,1000,0
437,Myles Dread,G,PSU,Midwest,10,35,5.34,2.03,0.86,0.49,0.4,0.11,5.34,7.48,1000,0
438,Cole Anderson,G,UC-SB,South,14,34,7.41,1.35,0.59,0.38,0.5,0.09,7.41,7.41,1000,0
439,Osborn Shema,F,IONA,West,13,33,7.21,4.79,1.61,0.67,1,1.27,7.21,7.21,1000,0
440,Raekwon Horton,F,COFC,South,12,33,5.52,3.27,1.12,0.7,1.33,0.15,5.52,7.17,1000,0
441,Kameron Gibson,G,VERM,East,15,32,7.31,1.59,0.72,0.53,0.31,0.09,7.31,7.31,1000,0
442,Calvin Wishart,G,UC-SB,South,14,34,7.29,2.94,2.88,1.06,1.41,0.09,7.29,7.29,1000,0
443,Jalen Gaffney,G,FLA-ATL,East,9,33,4.76,2.55,2.55,0.55,1,0,4.76,7.14,1000,0
444,Zach Clemence,F,KANS,West,1,18,1.39,1.39,0.11,0.11,0.39,0.33,1.39,6.94,1000,0
445,Jeff Woodward,F,COLG,Midwest,15,34,6.91,4.5,2.26,0.29,1.24,0.82,6.91,6.91,1000,0
446,Nate Johnson,C,SE-MO,South,16,35,6.46,3.6,0.6,0.29,0.91,0.89,6.46,6.46,1000,0
447,Cesare Edwards,F,XAV,Midwest,3,20,2.3,1.9,0.25,0.05,0.7,0.15,2.3,6.9,1000,0
448,Bryce Harris,G,HOW,West,16,33,7.06,3.55,0.58,0.45,0.94,0.61,7.06,7.06,1000,0
449,Jalen Jackson,G,AMCC,South,16,33,7.03,2.88,2.88,1.36,2.06,0.18,7.03,7.03,1000,0
450,Fredrick King,C,CREI,South,6,33,3.76,2.58,0.15,0.06,0.58,0.79,3.76,6.39,1000,0
451,Efton Reid,C,GONZ,West,3,25,2.12,1.04,0.08,0.12,0.56,0.08,2.12,6.36,1000,0
452,Chris Brandon,F,NKU,Midwest,16,34,6.76,9.79,0.76,1,1.12,0.71,6.76,6.76,1000,0
453,Trey Robinson,G,NKU,Midwest,16,33,6.91,3.7,1.58,0.97,1.3,0.36,6.91,6.91,1000,0
454,Nick Kern,G,VCU,West,12,34,5.29,2.71,0.82,0.68,0.91,0.24,5.29,6.88,1000,0
455,Kaleb Banks,F,IND,Midwest,4,22,2.23,0.95,0.36,0.18,0.41,0.05,2.23,6.68,1000,0
456,Zeb Jackson,G,VCU,West,12,34,5.26,1.47,1.76,0.91,1.24,0.15,5.26,6.84,1000,0
457,VonCameron Davis,F,KENT-ST,Midwest,13,33,6.64,3.45,0.36,0.76,1.03,0.15,6.64,6.64,1000,0
458,Sean Moore,F,FDU,East,16,33,6.64,4.45,0.97,1.36,1.12,0.33,6.64,6.64,1000,0
459,Kobe Clark,F,SE-MO,South,16,19,6.63,8.68,2.63,1.47,1.89,1.21,6.63,6.63,1000,0
460,Dylan Branson,G,SE-MO,South,16,31,6.81,4.48,1.87,0.9,1.52,0.19,6.81,6.81,1000,0
461,Jamon Battle,F,UNC-ASH,West,15,34,6.59,3.59,0.97,0.88,1.24,0.38,6.59,6.59,1000,0
462,Chris Payton,F,KENT-ST,Midwest,13,33,6.58,4.79,0.39,0.3,0.64,0.97,6.58,6.58,1000,0
463,Caleb Fuller,G,MTST,East,14,33,6.76,3.27,1.06,0.48,1.15,0.09,6.76,6.76,1000,0
464,Kentrell Garnett,G,LA,East,13,33,6.76,2.06,0.85,0.94,0.67,0.09,6.76,6.76,1000,0
465,Francisco Caffaro,C,UVA,South,4,20,2,1.75,0.2,0.05,0.45,0.05,2,6,1000,0
466,Sahvir Wheeler,G,KY,East,6,21,7.67,2.29,5.57,0.9,1.86,0.1,3.83,6.52,1000,0
467,Ajare Sanni,G,UC-SB,South,14,24,6.5,1.96,0.96,0.54,1,0,6.5,6.5,1000,0
468,Zuby Ejiofor,F,KANS,West,1,23,1.26,1.7,0.17,0.13,0.52,0.57,1.26,6.3,1000,0
469,Alyn Breed,G,PROV,East,11,31,4.94,2.42,1.55,0.74,1.26,0,4.94,6.42,1000,0
470,Dylan Cardwell,C,AUB,Midwest,9,30,3.83,3.93,1.13,0.3,0.67,1.4,3.83,5.75,1000,0
471,De'Lazarus Keys,F,AMCC,South,16,31,6.19,5.65,1.16,0.48,1,0.29,6.19,6.19,1000,0
472,Alex Williams,F,FUR,South,13,27,6.19,2.93,0.63,0.3,0.52,0.11,6.19,6.19,1000,0
473,Babacar Faye,F,COFC,South,12,33,4.76,4.7,0.55,0.39,1.15,0.7,4.76,6.18,1000,0
474,Clifton Moore,F,PROV,East,11,32,4.72,3.38,0.34,0.38,0.56,1.22,4.72,6.13,1000,0
475,Spencer Rodgers,G,KENN,Midwest,14,34,6.32,3.26,2.09,0.94,1.21,0.18,6.32,6.32,1000,0
476,Harlond Beverly,G,MIA,Midwest,5,32,3.72,1.19,1.16,0.59,0.88,0.06,3.72,6.32,1000,0
477,Seth Wilson,G,WVA,South,9,33,4.21,0.91,0.55,0.36,0.12,0,4.21,6.32,1000,0
478,Cli'Ron Hornbeak,C,KENT-ST,Midwest,13,33,5.61,4.97,0.27,0.52,0.82,0.85,5.61,5.61,1000,0
479,Zee Hamoda,F,UTAH-ST,South,10,33,4.33,2.36,0.67,0.3,1.21,0.24,4.33,6.07,1000,0
480,Kasen Jennings,G,KENN,Midwest,14,32,6.22,1.69,1.63,0.91,0.97,0.25,6.22,6.22,1000,0
481,Alex Anamekwe,F,TX,Midwest,2,12,1.5,0.67,0.08,0.17,0.33,0,1.5,6,1000,0
482,Makhel Mitchell,F,ARK,West,8,27,4,3.56,0.37,0.41,0.63,1.67,4,6,1000,0
483,Jamiya Neal,F,ASU,West,11,29,4.48,2.79,1.48,0.59,1,0.17,4.48,5.83,1000,0
484,Dorian Finister,G,KSU,East,3,6,2,2.33,1.17,0.33,0.33,0,2,6,1000,0
485,CJ Gunn,G,IND,Midwest,4,20,2,0.6,0.4,0.5,0.25,0.1,2,6,1000,0
486,Jaylen Blakes,G,DUKE,East,5,30,3.5,1.53,1.3,0.6,0.6,0.17,3.5,5.95,1000,0
487,Josh Baker,G,GCU,West,14,30,5.93,2.43,2.33,0.6,1.6,0.27,5.93,5.93,1000,0
488,Michael Jankovich,G,KANS,West,1,12,1.17,0,0,0.08,0,0,1.17,5.83,1000,0
489,Dylan Anderson,F,ARIZ,South,2,15,1.4,0.6,0.13,0,0.13,0.07,1.4,5.6,1000,0
490,Jalen Dalcourt,G,LA,East,13,33,5.79,1.36,0.79,0.52,0.7,0.18,5.79,5.79,1000,0
491,Chris Moore,F,AUB,Midwest,9,29,3.72,2.14,0.62,0.48,0.72,0.31,3.72,5.59,1000,0
492,Mohamed Diarra,F,MIZZ,South,7,23,3.48,3.35,0.57,0.57,0.83,0.57,3.48,5.57,1000,0
493,Pierre Brooks,G,MSU,East,7,30,3.6,1.7,0.37,0.17,0.37,0,3.6,5.76,1000,0
494,Hayden Hefner,G,TXAM,Midwest,7,30,3.57,0.73,0.53,0.23,0.87,0.13,3.57,5.71,1000,0
495,Samson Johnson,F,CONN,West,4,6,1.83,1.17,0.17,0.33,0.33,0,1.83,5.5,1000,0
496,Luke Goode,G,ILL,West,9,9,3.78,1.33,0.33,0.44,0.22,0.44,3.78,5.67,1000,0
497,Joe Charles,F,LA,East,13,32,5.44,4.16,0.59,1.09,0.81,0.44,5.44,5.44,1000,0
498,Alex Caldwell,G,UNC-ASH,West,15,29,5.59,1.03,1.03,0.41,0.86,0.07,5.59,5.59,1000,0
499,Sencire Harris,G,ILL,West,9,32,3.72,2.06,0.84,0.84,0.63,0.34,3.72,5.58,1000,0
500,Conor Enright,G,DRAKE,Midwest,12,34,4.24,2.21,1.59,0.74,0.91,0.06,4.24,5.51,1000,0
501,Matthew Lang,G,ARIZ,South,2,8,1.38,0.5,0,0,0,0,1.38,5.5,1000,0
502,Kanye Clary,G,PSU,Midwest,10,29,3.9,0.93,0.69,0.38,0.69,0,3.9,5.46,1000,0
503,Solomon Washington,F,TXAM,Midwest,7,30,3.27,2.93,0.33,0.5,0.5,0.5,3.27,5.23,1000,0
504,Blake Peters,G,PRIN,South,15,29,5.38,1.76,0.45,0.24,0.28,0.07,5.38,5.38,1000,0
505,Kobe Knox,G,GCU,West,14,33,5.36,1.7,1.18,0.52,0.79,0.73,5.36,5.36,1000,0
506,Tre Carroll,F,FLA-ATL,East,9,18,3.44,1.78,0.39,0,0.5,0.06,3.44,5.17,1000,0
507,Jaylon Scott,G,COFC,South,12,34,4.12,5.29,2.62,1.09,1.65,0.68,4.12,5.35,1000,0
508,Adam Larson,F,SE-MO,South,16,32,5.16,1.78,0.13,0.16,0.22,0.38,5.16,5.16,1000,0
509,Yvan Ouedraogo,F,GCU,West,14,27,5.15,5.78,0.41,0.63,1.04,0.7,5.15,5.15,1000,0
510,Johnathan Lawson,G,MEMP,East,8,28,3.54,1.5,1.21,0.36,1.04,0.25,3.54,5.3,1000,0
511,Andersson Garcia,F,TXAM,Midwest,7,33,3.18,4.24,0.79,0.58,0.79,0.21,3.18,5.09,1000,0
512,Ben Vanderwal,F,FUR,South,13,34,5.09,3.21,0.41,0.47,0.59,0.26,5.09,5.09,1000,0
513,Tyler Stevenson,F,MISS-ST,Midwest,11,33,3.91,1.76,0.3,0.33,0.55,0.21,3.91,5.08,1000,0
514,TJ Hurley,G,VERM,East,15,30,5.27,1.73,0.47,0.23,0.53,0.03,5.27,5.27,1000,0
515,Jaxon Kohler,F,MSU,East,7,31,3.16,3.06,0.32,0.16,0.65,0.52,3.16,5.06,1000,0
516,Owen Dease,F,AMCC,South,16,21,5.05,2.24,0.71,0.52,0.71,0.14,5.05,5.05,1000,0
517,Tyrese Hughey,F,FUR,South,13,33,5.03,2.33,0.64,0.55,0.48,0.21,5.03,5.03,1000,0
518,Jordan Roberts,G,AMCC,South,16,18,5.22,1.72,0.5,0.44,0.5,0,5.22,5.22,1000,0
519,Xaivian Lee,G,PRIN,South,15,29,5.21,1.9,1,0.55,0.93,0.07,5.21,5.21,1000,0
520,Hason Ward,F,ISU,Midwest,6,22,2.91,2.23,0.32,0.64,0.5,0.41,2.91,4.95,1000,0
521,Anthony Walker,F,MIA,Midwest,5,32,2.91,1.31,0.31,0.25,0.44,0.13,2.91,4.94,1000,0
522,Kobe Dickson,F,HOW,West,16,30,4.9,2.13,1.3,0.1,1.7,0.23,4.9,4.9,1000,0
523,Abramo Canka,G,UCLA,West,2,22,1.27,0.68,0.18,0.18,0.27,0.05,1.27,5.09,1000,0
524,Chandler Baker,G,COLG,Midwest,15,34,5.09,1.18,0.29,0.26,0.53,0.06,5.09,5.09,1000,0
525,Tyler Patterson,G,MTST,East,14,34,5.06,1.24,0.47,0.47,0.44,0.18,5.06,5.06,1000,0
526,Caleb Burgess,G,UNC-ASH,West,15,34,5.06,2.06,4.32,0.74,2.71,0.03,5.06,5.06,1000,0
527,Harry Wessels,C,SMC,West,5,33,2.58,1.76,0.27,0.12,0.55,0.15,2.58,4.38,1000,0
528,Lukas Milner,C,BSU,West,10,32,3.13,2.78,0.41,0.22,0.78,0.75,3.13,4.38,1000,0
529,Eric Reed,G,MISS-ST,Midwest,11,33,3.85,2,0.85,0.48,0.3,0.09,3.85,5,1000,0
530,Trey Phipps,G,ORAL,East,12,33,3.85,1.42,1.03,0.58,0.39,0.03,3.85,5,1000,0
531,Filip Borovicanin,F,ARIZ,South,2,15,1.2,0.8,0.4,0.07,0.33,0,1.2,4.8,1000,0
532,Francisco Farabello,G,CREI,South,6,30,2.93,1.2,0.93,0.47,0.63,0,2.93,4.99,1000,0
533,Kolby Granger,G,TXSO,East,16,32,4.97,2.72,1,0.5,1.06,0.25,4.97,4.97,1000,0
534,Kebba Njie,F,PSU,Midwest,10,35,3.4,3.57,0.49,0.17,0.89,0.49,3.4,4.76,1000,0
535,Kehlin Farooq,G,TXSO,East,16,31,4.9,3.94,1.13,0.48,1.42,0.45,4.9,4.9,1000,0
536,Walter Ellis,G,GCU,West,14,32,4.88,2.31,0.66,0.38,0.5,0.03,4.88,4.88,1000,0
537,Ernest Ross,F,NCST,South,11,33,3.58,2.55,0.27,0.42,0.55,0.82,3.58,4.65,1000,0
538,PJ Haggerty,G,TCU,West,6,6,2.83,1.5,0.83,0.33,0.67,0,2.83,4.82,1000,0
539,Nate Ferguson,F,DRAKE,Midwest,12,26,3.54,2.62,0.42,0.19,0.54,0.31,3.54,4.6,1000,0
540,Ty Rodgers,G,ILL,West,9,32,3.19,4.06,0.97,0.56,0.81,0.19,3.19,4.78,1000,0
541,Dominick Harris,G,GONZ,West,3,12,1.58,0.58,0.58,0.08,0.25,0.08,1.58,4.75,1000,0
542,Dasonte Bowen,G,IOWA,Midwest,8,25,3.16,0.88,1.04,0.28,0.96,0.04,3.16,4.74,1000,0
543,Alex Peterson,F,KENN,Midwest,14,31,4.55,2.84,0.71,0.42,0.9,0.26,4.55,4.55,1000,0
544,Aidan Shaw,F,MIZZ,South,7,30,2.83,1.8,0.13,0.23,0.3,0.33,2.83,4.53,1000,0
545,Nick Fiorillo,F,VERM,East,15,13,4.46,2.08,0.85,0.23,1.31,0.46,4.46,4.46,1000,0
546,Quincy Ademokoya,G,KENN,Midwest,14,34,4.59,1.53,0.5,0.24,0.76,0.12,4.59,4.59,1000,0
547,Delaney Heard,G,ALA,South,1,11,0.91,0.36,0,0,0.18,0,0.91,4.55,1000,0
548,Robert Ford,G,MTST,East,14,34,4.53,3.26,1.88,0.88,1.26,0.09,4.53,4.53,1000,0
549,Will McNair,F,MISS-ST,Midwest,11,33,3.33,3.27,0.39,0.33,0.76,0.48,3.33,4.33,1000,0
550,KeShawn Murphy,F,MISS-ST,Midwest,11,18,3.33,1.78,0.83,0.56,0.67,0.56,3.33,4.33,1000,0
551,Jace Whiting,G,BSU,West,10,32,3.22,1.75,1.34,0.31,0.84,0.06,3.22,4.51,1000,0
552,Sam Thomson,F,COLG,Midwest,15,31,4.29,2.68,0.35,0.23,0.39,0.16,4.29,4.29,1000,0
553,Patrick McMahon,G,MTST,East,14,15,4.47,2,0.53,0.4,0.47,0.2,4.47,4.47,1000,0
554,Nick Martinelli,F,NW,West,7,18,2.67,1.5,0.33,0.33,0.28,0,2.67,4.27,1000,0
555,Patrick Emilien,F,MD,South,8,30,2.83,2.93,0.27,0.37,0.5,0.73,2.83,4.25,1000,0
556,Ugonna Onyenso,F,KY,East,6,16,2.5,2.63,0.13,0.19,0.25,1,2.5,4.25,1000,0
557,Isaiah Shaw,G,GCU,West,14,7,4.43,1.57,0.57,0.29,0.43,0,4.43,4.43,1000,0
558,Mason Miller,F,CREI,South,6,33,2.45,1.64,0.24,0.09,0.24,0,2.45,4.17,1000,0
559,Shawn Jones,G,MISS-ST,Midwest,11,23,3.35,1.7,0.43,0.65,0.65,0.35,3.35,4.35,1000,0
560,Adou Thiero,G,KY,East,6,18,2.56,2.06,0.44,0.5,0.72,0.33,2.56,4.34,1000,0
561,Anton Brookshire,G,IONA,West,13,30,4.33,1.1,0.43,0.2,0.3,0.07,4.33,4.33,1000,0
562,RJ Eytle-Rock,G,UTAH-ST,South,10,33,3.09,1.06,0.82,0.27,0.76,0.12,3.09,4.33,1000,0
563,Luther Muhammad,G,ASU,West,11,34,3.32,1.03,0.41,0.26,0.38,0,3.32,4.32,1000,0
564,Zep Jasper,G,AUB,Midwest,9,32,2.88,0.91,0.47,0.47,0.28,0.03,2.88,4.31,1000,0
565,Kenneth Nwuba,F,UCLA,West,2,32,1.03,1.59,0.34,0.16,0.38,0.5,1.03,4.13,1000,0
566,Zach Martini,F,PRIN,South,15,21,4.1,2.62,0.52,0.19,0.62,0,4.1,4.1,1000,0
567,Guillermo Diaz Graham,F,PITT,Midwest,11,30,3.13,2.87,0.6,0.47,0.67,0.6,3.13,4.07,1000,0
568,Taine Murray,G,UVA,South,4,12,1.42,1,0.25,0,0.17,0.17,1.42,4.25,1000,0
569,Tydus Verhoeven,F,NW,West,7,32,2.53,2.69,0.69,0.5,0.47,0.69,2.53,4.05,1000,0
570,Alonzo Gaffney,F,ASU,West,11,34,3.09,2.88,0.56,0.44,0.79,0.53,3.09,4.01,1000,0
571,Simeon Fryer,G,AMCC,South,16,26,4.19,2.73,1.04,0.46,1.08,0.46,4.19,4.19,1000,0
572,Mac Etienne,F,UCLA,West,2,29,1,2.07,0.21,0.21,0.14,0.48,1,4,1000,0
573,Kam Craft,G,XAV,Midwest,3,14,2.79,1.64,0.29,0.21,0.71,0.07,1.39,4.18,1000,0
574,Okay Djamgouz,G,DRAKE,Midwest,12,27,3.15,0.37,0.19,0.11,0.19,0,3.15,4.09,1000,0
575,Kaodirichi Akobundu-Ehiogu,F,MEMP,East,8,30,2.6,1.7,0.13,0,0.47,1.57,2.6,3.9,1000,0
576,Evan Mahaffey,G,PSU,Midwest,10,31,2.9,1.68,0.39,0.26,0.45,0.19,2.9,4.06,1000,0
577,Luke Barrett,G,SMC,West,5,26,2.38,2.08,0.15,0.23,0.35,0.19,2.38,4.05,1000,0
578,James Okonkwo,F,WVA,South,9,30,2.57,3.13,0.1,0.07,0.4,0.7,2.57,3.85,1000,0
579,Joshua Jefferson,F,SMC,West,5,32,2.25,1.38,0.53,0.47,0.56,0.16,2.25,3.83,1000,0
580,Will McClendon,G,UCLA,West,2,24,1,1.17,0.83,0.33,0.17,0,1,4,1000,0
581,Trey Pettigrew,G,NEV,West,11,26,3.08,1.62,0.35,0.15,0.5,0.27,3.08,4,1000,0
582,Jorge Diaz Graham,F,PITT,Midwest,11,28,2.93,2.21,0.43,0.54,0.36,0.54,2.93,3.81,1000,0
583,Vincent Iwuchukwu,F,USC,East,10,14,5.36,2.5,0.29,0.07,1.14,1,2.68,3.75,1000,0
584,Joseph Pinion,G,ARK,West,8,24,2.58,0.63,0.13,0.25,0,0.04,2.58,3.87,1000,0
585,Michael Henn,F,PSU,Midwest,10,27,2.63,1.19,0.63,0.11,0.56,0.11,2.63,3.68,1000,0
586,Keeyan Itejere,F,MARQ,East,2,12,0.92,0.58,0,0,0.17,0.08,0.92,3.67,1000,0
587,Simeon Cottle,G,KENN,Midwest,14,32,3.84,0.72,1.09,0.47,0.97,0.03,3.84,3.84,1000,0
588,Josh Banks,G,VCU,West,12,27,2.93,0.74,0.22,0.19,0.44,0.15,2.93,3.8,1000,0
589,Jaden Schutt,G,DUKE,East,5,13,2.23,1.08,0.31,0.08,0,0.15,2.23,3.79,1000,0
590,Lance Ware,F,KY,East,6,26,2.12,2.12,0.65,0.31,0.62,0.38,2.12,3.6,1000,0
